PERSON_ID,DISPLAY_FIRST_LAST,BIRTHDATE,COUNTRY,SCHOOL,LAST_AFFILIATION,HEIGHT,WEIGHT,POSITION,SEASON_EXP,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,FROM_YEAR,TO_YEAR,GREATEST_75_FLAG
1628378,Donovan Mitchell,1996-09-07T00:00:00,USA,Louisville,Louisville/USA,6-2,215,Guard,9,2017,1,13,2017,2026,N
1628379,Luke Kennard,1996-06-24T00:00:00,USA,Duke,Duke/USA,6-5,206,Guard,10,2017,1,12,2017,2025,N
1628380,Zach Collins,1997-11-19T00:00:00,USA,Gonzaga,Gonzaga/USA,6-9,240,Forward-Center,9,2017,1,10,2017,2026,N
1628381,John Collins,1997-09-23T00:00:00,USA,Wake Forest,Wake Forest/USA,6-9,226,Forward-Center,9,2017,1,19,2017,2026,N
1628382,Justin Jackson,1995-03-28T00:00:00,USA,North Carolina,North Carolina/USA,6-8,220,Forward,7,2017,1,15,2017,2023,N
1628383,Justin Patton,1997-06-14T00:00:00,USA,Creighton,Creighton/USA,6-11,241,Center,4,2017,1,16,2017,2020,N
1628384,OG Anunoby,1997-07-17T00:00:00,United Kingdom,Indiana,Indiana/United Kingdom,6-7,240,Forward-Guard,9,2017,1,23,2017,2026,N
1628385,Harry Giles III,1998-04-22T00:00:00,USA,Duke,Duke/USA,6-10,240,Forward-Center,5,2017,1,20,2017,2023,N
1628386,Jarrett Allen,1998-04-21T00:00:00,USA,Texas,Texas/USA,6-9,243,Center,9,2017,1,22,2017,2026,N
1628387,Ike Anigbogu,1998-10-16T00:00:00,USA,UCLA,UCLA/USA,6-10,250,Center,3,2017,2,47,2017,2018,N
1628388,T.J. Leaf,1997-04-30T00:00:00,USA,UCLA,UCLA/USA,6-10,222,Forward,5,2017,1,18,2017,2020,N
1628389,Bam Adebayo,1997-07-18T00:00:00,USA,Kentucky,Kentucky/USA,6-9,255,Center-Forward,9,2017,1,14,2017,2026,N
1628390,Terrance Ferguson,1998-05-17T00:00:00,USA,Adelaide,Adelaide/USA,6-6,190,Guard,4,2017,1,21,2017,2020,N
1628391,D.J. Wilson,1996-02-19T00:00:00,USA,Michigan,Michigan/USA,6-10,231,Forward,6,2017,1,17,2017,2023,N
1628392,Isaiah Hartenstein,1998-05-05T00:00:00,Germany,Zalgiris,Zalgiris/Germany,7-0,250,Center-Forward,8,2017,2,43,2018,2026,N
1628393,Jawun Evans,1996-07-26T00:00:00,USA,Oklahoma State,Oklahoma State/USA,6-0,190,Guard,3,2017,2,39,2017,2018,N
1628394,Anžejs Pasečņiks,1995-12-20T00:00:00,Latvia,Gran Canaria,Gran Canaria/Latvia,7-1,229,Center-Forward,3,2017,1,25,2019,2020,N
1628395,Jordan Bell,1995-01-07T00:00:00,USA,Oregon,Oregon/USA,6-7,216,Forward,6,2017,2,38,2017,2021,N
1628396,Tony Bradley,1998-01-08T00:00:00,USA,North Carolina,North Carolina/USA,6-10,248,Center-Forward,8,2017,1,28,2017,2026,N
1628397,Ivan Rabb,1997-02-04T00:00:00,USA,California,California/USA,6-10,220,Forward,3,2017,2,35,2017,2018,N
1628398,Kyle Kuzma,1995-07-24T00:00:00,USA,Utah,Utah/USA,6-8,221,Forward,9,2017,1,27,2017,2026,N
1628399,Tyler Lydon,1996-04-09T00:00:00,USA,Syracuse,Syracuse/USA,6-10,225,Forward,3,2017,1,24,2017,2018,N
1628400,Semi Ojeleye,1994-12-05T00:00:00,USA,Southern Methodist,Southern Methodist/USA,6-6,240,Forward,5,2017,2,37,2017,2021,N
1628401,Derrick White,1994-07-02T00:00:00,USA,Colorado,Colorado/USA,6-4,190,Guard,9,2017,1,29,2017,2026,N
1628402,Frank Jackson,1998-05-04T00:00:00,USA,Duke,Duke/USA,6-3,205,Guard,5,2017,2,31,2017,2022,N
1628403,Caleb Swanigan,1997-04-18T00:00:00,USA,Purdue,Purdue/USA,6-9,260,Forward,4,2017,1,26,2017,2019,N
1628404,Josh Hart,1995-03-06T00:00:00,USA,Villanova,Villanova/USA,6-5,215,Guard,9,2017,1,30,2017,2026,N
1628405,Johnathan Motley,1995-05-04T00:00:00,USA,Baylor,Baylor/USA,6-8,230,Forward,4,Undrafted,Undrafted,Undrafted,2017,2019,N
1628407,Dwayne Bacon,1995-08-30T00:00:00,USA,Florida State,Florida State/USA,6-6,221,Guard-Forward,5,2017,2,40,2017,2020,N
1628408,PJ Dozier,1996-10-25T00:00:00,USA,South Carolina,South Carolina/USA,6-6,205,Guard-Forward,6,Undrafted,Undrafted,Undrafted,2017,2024,N
1628409,Alec Peters,1995-04-13T00:00:00,USA,Valparaiso,Valparaiso/USA,6-9,235,Forward,1,2017,2,54,2017,2017,N
1628410,Edmond Sumner,1995-12-31T00:00:00,USA,Xavier,Xavier/USA,6-4,196,Guard,6,2017,2,52,2017,2022,N
1628411,Wes Iwundu,1994-12-20T00:00:00,USA,Kansas State,Kansas State/USA,6-6,195,Forward,6,2017,2,33,2017,2021,N
1628412,Frank Mason III,1994-04-03T00:00:00,USA,Kansas,Kansas/USA,5-11,190,Guard,5,2017,2,34,2017,2020,N
1628413,Jonah Bolden,1996-01-02T00:00:00,Australia,UCLA,UCLA/Australia,6-8,225,Forward,2,2017,2,36,2018,2019,N
1628414,Sindarius Thornwell,1994-11-15T00:00:00,USA,South Carolina,South Carolina/USA,6-4,215,Guard,5,2017,2,48,2017,2020,N
1628415,Dillon Brooks,1996-01-22T00:00:00,Canada,Oregon,Oregon/Canada,6-7,225,Guard-Forward,9,2017,2,45,2017,2026,N
1628416,Tyler Dorsey,1996-02-18T00:00:00,USA,Oregon,Oregon/USA,6-4,180,Guard,3,2017,2,41,2017,2022,N
1628417,Jaron Blossomgame,1993-09-16T00:00:00,USA,Clemson,Clemson/USA,6-8,220,Forward,2,2017,2,59,2018,2018,N
1628418,Thomas Bryant,1997-07-31T00:00:00,USA,Indiana,Indiana/USA,6-9,248,Center-Forward,9,2017,2,42,2017,2026,N
1628419,Cameron Oliver,1996-07-11T00:00:00,USA,Nevada,Nevada/USA,6-8,239,Forward,2,Undrafted,Undrafted,Undrafted,2020,2021,N
1628420,Monte Morris,1995-06-27T00:00:00,USA,Iowa State,Iowa State/USA,6-2,183,Guard,8,2017,2,51,2017,2025,N
1628421,Devin Robinson,1995-03-07T00:00:00,USA,Florida,Florida/USA,6-8,200,Forward,3,2017,,,2017,2018,N
1628422,Damyean Dotson,1994-05-06T00:00:00,USA,Houston,Houston/USA,6-5,210,Guard,5,2017,2,44,2017,2021,N
1628424,Kobi Simmons,1997-07-04T00:00:00,USA,Arizona,Arizona/USA,6-5,180,Guard,4,Undrafted,Undrafted,Undrafted,2017,2023,N
1628425,Sterling Brown,1995-02-10T00:00:00,USA,Southern Methodist,Southern Methodist/USA,6-5,219,Guard-Forward,6,2017,2,46,2017,2022,N
1628426,Sasha Vezenkov,1995-08-06T00:00:00,Bulgaria,"Barcelona, Spain","Barcelona, Spain/Bulgaria",6-8,225,Forward,2,2017,2,57,2023,2023,N
1628427,Vlatko Čančar,1997-04-10T00:00:00,Slovenia,San Pablo Burgos,San Pablo Burgos/Slovenia,6-8,236,Forward,7,2017,2,49,2019,2024,N
1628429,Charles Cooke,1994-07-01T00:00:00,USA,Dayton,Dayton/USA,6-5,196,Guard,2,Undrafted,Undrafted,Undrafted,2017,2017,N
1628430,Nigel Williams-Goss,1994-09-16T00:00:00,USA,Gonzaga,Gonzaga/USA,6-2,190,Guard,2,2017,2,55,2019,2019,N
1628432,Davon Reed,1995-06-11T00:00:00,USA,Miami,Miami/USA,6-5,206,Guard,4,2017,2,32,2017,2022,N
1628435,Chance Comanche,1996-04-14T00:00:00,USA,Arizona,Arizona/USA,6-10,210,Center,2,Undrafted,Undrafted,Undrafted,2022,2022,N
1628436,Luke Kornet,1995-07-15T00:00:00,USA,Vanderbilt,Vanderbilt/USA,7-1,250,Center-Forward,9,Undrafted,Undrafted,Undrafted,2017,2026,N
1628439,Isaiah Hicks,1994-07-24T00:00:00,USA,North Carolina,North Carolina/USA,6-9,230,Forward,3,Undrafted,Undrafted,Undrafted,2017,2018,N
1628443,Kadeem Allen,1993-01-15T00:00:00,USA,Arizona,Arizona/USA,6-1,200,Guard,3,2017,2,53,2017,2019,N
1628444,Jabari Bird,1994-07-03T00:00:00,USA,California,California/USA,6-6,198,Guard,2,2017,2,56,2017,2017,N
1628449,Chris Boucher,1993-01-11T00:00:00,Saint Lucia,Oregon,Oregon/Saint Lucia,6-8,200,Forward,8,Undrafted,Undrafted,Undrafted,2017,2025,N
1628450,Eric Mika,1995-01-05T00:00:00,USA,Brigham Young,Brigham Young/USA,6-10,233,Center-Forward,1,2017,,,2019,2019,N
1628451,Jacob Wiley,1994-09-04T00:00:00,USA,Eastern Washington,Eastern Washington/USA,6-8,223,Forward,1,Undrafted,Undrafted,Undrafted,2017,2017,N
1628455,Mike James,1990-08-18T00:00:00,USA,Lamar,Lamar/USA,6-1,175,Guard,3,Undrafted,Undrafted,Undrafted,2017,2020,N
1628462,Milos Teodosic,1987-03-19T00:00:00,Serbia,CSKA Moscow,CSKA Moscow/Serbia,6-5,196,Guard,2,Undrafted,Undrafted,Undrafted,2017,2018,N
1628463,Tyler Cavanaugh,1994-02-09T00:00:00,USA,George Washington,George Washington/USA,6-9,238,Forward,3,Undrafted,Undrafted,Undrafted,2017,2018,N
1628464,Daniel Theis,1992-04-04T00:00:00,Germany,Brose Bamberg,Brose Bamberg/Germany,6-8,245,Forward-Center,7,Undrafted,Undrafted,Undrafted,2017,2024,N
1628467,Maxi Kleber,1992-01-29T00:00:00,Germany,Bayern Munich,Bayern Munich/Germany,6-10,240,Forward,10,Undrafted,Undrafted,Undrafted,2017,2025,N
1628469,Antonio Blakeney,1996-10-04T00:00:00,USA,Louisiana State,Louisiana State/USA,6-4,192,Guard,3,Undrafted,Undrafted,Undrafted,2017,2018,N
1628470,Torrey Craig,1990-12-19T00:00:00,USA,South Carolina Upstate,South Carolina Upstate/USA,6-5,221,Forward,9,Undrafted,Undrafted,Undrafted,2017,2024,N
1628475,Matt Williams Jr.,1993-10-14T00:00:00,USA,Central Florida,Central Florida/USA,6-5,210,Guard,1,Undrafted,Undrafted,Undrafted,2017,2017,N
1628476,Derrick Walton Jr.,1995-04-03T00:00:00,USA,Michigan,Michigan/USA,6-0,185,Guard,3,Undrafted,Undrafted,Undrafted,2017,2021,N
1628492,Gian Clavell,1993-11-26T00:00:00,Puerto Rico,Colorado State,Colorado State/Puerto Rico,6-4,185,Guard,1,Undrafted,Undrafted,Undrafted,2017,2017,N
1628493,Mangok Mathiang,1992-10-08T00:00:00,Australia,Louisville,Louisville/Australia,6-10,230,Forward-Center,1,Undrafted,Undrafted,Undrafted,2017,2017,N
1628495,Milton Doyle,1993-10-31T00:00:00,USA,Loyola-Chicago,Loyola-Chicago/USA,6-4,180,Guard,2,2017,,,2017,2017,N
1628499,Antonius Cleveland,1994-02-02T00:00:00,USA,S.E. Missouri,Southeast Missouri/USA,6-5,195,Guard,3,Undrafted,Undrafted,Undrafted,2017,2019,N
1628500,Ben Moore,1995-05-13T00:00:00,USA,Southern Methodist,Southern Methodist/USA,6-8,220,Forward,2,Undrafted,Undrafted,Undrafted,2017,2018,N
1628502,Nigel Hayes-Davis,1994-12-16T00:00:00,USA,Wisconsin,Wisconsin/USA,6-7,254,Forward,1,Undrafted,Undrafted,Undrafted,2017,2025,N
1628503,Jamel Artis,1993-01-12T00:00:00,USA,Pittsburgh,Pittsburgh/USA,6-7,213,Guard,2,Undrafted,Undrafted,Undrafted,2017,2017,N
1628504,Xavier Rathan-Mayes,1994-04-29T00:00:00,Canada,Florida State,Florida State/Canada,6-4,208,Guard,1,2017,,,2017,2017,N
1628505,Troy Caupain,1995-11-29T00:00:00,USA,Cincinnati,Cincinnati/USA,6-4,210,Guard,2,Undrafted,Undrafted,Undrafted,2018,2018,N
1628506,London Perrantes,1994-10-03T00:00:00,USA,Virginia,Virginia/USA,6-2,190,Guard,2,2017,,,2017,2017,N
1628510,Andrew White III,1993-06-16T00:00:00,USA,Syracuse,Syracuse/USA,6-7,210,Forward,2,2017,,,2017,2017,N
1628513,Naz Mitrou-Long,1993-08-03T00:00:00,Canada,Iowa State,Iowa State/Canada,6-3,218,Guard,4,Undrafted,Undrafted,Undrafted,2017,2019,N
1628515,Isaiah Briscoe,1996-04-13T00:00:00,USA,Kentucky,Kentucky/USA,6-3,215,Guard,1,Undrafted,Undrafted,Undrafted,2018,2018,N
1628518,Amile Jefferson,1993-05-07T00:00:00,USA,Duke,Duke/USA,6-9,222,Forward,3,2017,,,2017,2019,N
1628537,Jaylen Morris,1995-09-19T00:00:00,USA,Molloy,Molloy/USA,6-5,185,Guard,3,Undrafted,Undrafted,Undrafted,2017,2021,N
1628539,Mychal Mulder,1994-06-12T00:00:00,Canada,Kentucky,Kentucky/Canada,6-3,195,Guard,4,Undrafted,Undrafted,Undrafted,2019,2021,N
1628571,Erik McCree,1993-12-20T00:00:00,USA,Louisiana Tech,Louisiana Tech/USA,6-8,225,Forward,1,Undrafted,Undrafted,Undrafted,2017,2017,N
1628578,Amida Brimah,1994-02-11T00:00:00,USA,Connecticut,Connecticut/USA,6-10,230,Center,2,Undrafted,Undrafted,Undrafted,2020,2020,N
1628591,Craig Sword,1994-01-16T00:00:00,USA,Mississippi State,Mississippi State/USA,6-3,196,Guard,2,Undrafted,Undrafted,Undrafted,2021,2021,N
1628605,Dusty Hannahs,1993-09-02T00:00:00,USA,Arkansas,Arkansas/USA,6-3,210,Guard,3,2017,,,2018,2019,N
1628656,Billy Garrett,1994-10-16T00:00:00,USA,DePaul,DePaul/USA,6-6,215,Guard-Forward,2,Undrafted,Undrafted,Undrafted,2018,2018,N
1628681,Rodney Purvis,1994-02-14T00:00:00,USA,Connecticut,Connecticut/USA,6-4,205,Guard,2,Undrafted,Undrafted,Undrafted,2017,2017,N
1628769,Tahjere McCall,1994-08-17T00:00:00,USA,Tennessee State,Tennessee State/USA,6-5,190,Guard,2,2017,0,,2018,2018,N
1628778,Paul Watson,1994-12-30T00:00:00,USA,Fresno State,Fresno State/USA,6-6,210,Guard,4,Undrafted,Undrafted,Undrafted,2019,2021,N
1628935,Aaron Jackson,1986-05-06T00:00:00,USA,Duquesne,Duquesne/USA,6-3,183,Guard,1,Undrafted,Undrafted,Undrafted,2017,2017,N
1628959,Rawle Alkins,1997-10-29T00:00:00,USA,Arizona,Arizona/USA,6-5,225,Guard,2,Undrafted,Undrafted,Undrafted,2018,2018,N
1628960,Grayson Allen,1995-10-08T00:00:00,USA,Duke,Duke/USA,6-3,198,Guard,8,2018,1,21,2018,2026,N
1628961,Kostas Antetokounmpo,1997-11-20T00:00:00,Greece,Dayton,Dayton/Greece,6-10,200,Forward,4,2018,2,60,2018,2020,N
1628962,Udoka Azubuike,1999-09-17T00:00:00,Nigeria,Kansas,Kansas/Nigeria,6-11,270,Center-Forward,5,2020,1,27,2020,2023,N
1628963,Marvin Bagley III,1999-03-14T00:00:00,USA,Duke,Duke/USA,6-10,235,Forward,8,2018,1,2,2018,2026,N
1628964,Mo Bamba,1998-05-12T00:00:00,USA,Texas,Texas/USA,7-0,231,Center,7,2018,1,6,2018,2025,N
1628966,Keita Bates-Diop,1996-01-23T00:00:00,USA,Ohio State,Ohio State/USA,6-8,229,Forward,7,2018,2,48,2018,2023,N
1628968,Brian Bowen II,1998-10-02T00:00:00,USA,Sydney Kings,Sydney Kings/USA,6-6,190,Forward-Guard,3,Undrafted,Undrafted,Undrafted,2019,2020,N
1628969,Mikal Bridges,1996-08-30T00:00:00,USA,Villanova,Villanova/USA,6-6,209,Guard-Forward,8,2018,1,10,2018,2026,N
1628970,Miles Bridges,1998-03-21T00:00:00,USA,Michigan State,Michigan State/USA,6-7,225,Forward,7,2018,1,12,2018,2026,N
1628971,Bruce Brown,1996-08-15T00:00:00,USA,Miami,Miami/USA,6-4,202,Guard-Forward,8,2018,2,42,2018,2026,N
1628972,Troy Brown Jr.,1999-07-28T00:00:00,USA,Oregon,Oregon/USA,6-7,215,Guard-Forward,7,2018,1,15,2018,2023,N
1628973,Jalen Brunson,1996-08-31T00:00:00,USA,Villanova,Villanova/USA,6-2,190,Guard,8,2018,2,33,2018,2026,N
1628975,Jevon Carter,1995-09-14T00:00:00,USA,West Virginia,West Virginia/USA,6-0,190,Guard,8,2018,2,32,2018,2026,N
1628976,Wendell Carter Jr.,1999-04-16T00:00:00,USA,Duke,Duke/USA,6-10,270,Center-Forward,8,2018,1,7,2018,2026,N
1628977,Hamidou Diallo,1998-07-31T00:00:00,USA,Kentucky,Kentucky/USA,6-5,202,Guard,6,2018,2,45,2018,2023,N
1628978,Donte DiVincenzo,1997-01-31T00:00:00,USA,Villanova,Villanova/USA,6-4,203,Guard,8,2018,1,17,2018,2026,N
1628979,Trevon Duval,1998-08-03T00:00:00,USA,Duke,Duke/USA,6-2,189,Guard,2,Undrafted,Undrafted,Undrafted,2018,2018,N
1628980,Jacob Evans,1997-06-18T00:00:00,USA,Cincinnati,Cincinnati/USA,6-4,210,Guard-Forward,3,2018,1,28,2018,2019,N
1628981,Bruno Fernando,1998-08-15T00:00:00,Angola,Maryland,Maryland/Angola,6-9,240,Forward-Center,5,2019,2,34,2019,2024,N
1628982,Melvin Frazier Jr.,1996-08-30T00:00:00,USA,Tulane,Tulane/USA,6-5,215,Guard-Forward,4,2018,2,35,2018,2021,N
1628983,Shai Gilgeous-Alexander,1998-07-12T00:00:00,Canada,Kentucky,Kentucky/Canada,6-6,195,Guard,8,2018,1,11,2018,2026,N
1628984,Devonte' Graham,1995-02-22T00:00:00,USA,Kansas,Kansas/USA,6-1,195,Guard,7,2018,2,34,2018,2023,N
1628985,Devon Hall,1995-07-07T00:00:00,USA,Virginia,Virginia/USA,6-5,215,Guard,2,2018,2,53,2019,2019,N
1628987,Kevin Hervey,1996-07-09T00:00:00,USA,Texas-Arlington,Texas-Arlington/USA,6-9,230,Forward,2,2018,2,57,2019,2019,N
1628988,Aaron Holiday,1996-09-30T00:00:00,USA,UCLA,UCLA/USA,6-0,185,Guard,8,2018,1,23,2018,2026,N
1628989,Kevin Huerter,1998-08-27T00:00:00,USA,Maryland,Maryland/USA,6-6,190,Guard-Forward,8,2018,1,19,2018,2026,N
1628990,Chandler Hutchison,1996-04-26T00:00:00,USA,Boise State,Boise State/USA,6-6,210,Forward-Guard,4,2018,1,22,2018,2021,N
1628991,Jaren Jackson Jr.,1999-09-15T00:00:00,USA,Michigan State,Michigan State/USA,6-10,242,Forward-Center,8,2018,1,4,2018,2026,N
1628993,Alize Johnson,1996-04-22T00:00:00,USA,Missouri State,Missouri State/USA,6-8,212,Forward,6,2018,2,50,2018,2022,N
1628994,George King,1994-01-15T00:00:00,USA,University of Colorado Boulder,Colorado Boulder/USA,6-6,220,Forward-Guard,2,2018,2,59,2018,2021,N
1628995,Kevin Knox II,1999-08-11T00:00:00,USA,Kentucky,Kentucky/USA,6-8,215,Forward,8,2018,1,9,2018,2024,N
1628997,Caleb Martin,1995-09-28T00:00:00,USA,Nevada,Nevada/USA,6-5,205,Forward,7,Undrafted,Undrafted,Undrafted,2019,2026,N
1628998,Cody Martin,1995-09-28T00:00:00,USA,Nevada,Nevada/USA,6-6,205,Forward,6,2019,2,36,2019,2025,N
1628999,Yante Maten,1996-08-14T00:00:00,USA,Georgia,Georgia/USA,6-8,240,Forward,2,2018,,,2018,2018,N
1629001,De'Anthony Melton,1998-05-28T00:00:00,USA,Southern California,Southern California/USA,6-2,200,Guard,8,2018,2,46,2018,2026,N
1629002,Chimezie Metu,1997-03-22T00:00:00,USA,USC,Southern California/USA,6-10,225,Forward-Center,7,2018,2,49,2018,2023,N
1629003,Shake Milton,1996-09-26T00:00:00,USA,Southern Methodist,Southern Methodist/USA,6-5,205,Guard,8,2018,2,54,2018,2024,N
1629004,Svi Mykhailiuk,1997-06-10T00:00:00,Ukraine,Kansas,Kansas/Ukraine,6-7,205,Guard-Forward,8,2018,2,47,2018,2026,N
1629005,Malik Newman,1997-02-21T00:00:00,USA,Kansas,Kansas/USA,6-3,190,Guard,2,2018,,,2019,2021,N
1629006,Josh Okogie,1998-09-01T00:00:00,Nigeria,Georgia Tech,Georgia Tech/Nigeria,6-4,213,Guard,8,2018,1,20,2018,2026,N
1629007,Jontay Porter,1999-11-15T00:00:00,USA,Missouri,Missouri/USA,6-10,240,Center-Forward,2,Undrafted,Undrafted,Undrafted,2019,2023,N
1629008,Michael Porter Jr.,1998-06-29T00:00:00,USA,Missouri,Missouri/USA,6-10,218,Forward,7,2018,1,14,2018,2026,N
1629010,Jerome Robinson,1997-02-22T00:00:00,USA,Boston College,Boston College/USA,6-5,190,Guard,5,2018,1,13,2018,2023,N
1629011,Mitchell Robinson,1998-04-01T00:00:00,USA,Western Kentucky,Western Kentucky/USA,7-0,240,Center-Forward,8,2018,2,36,2018,2026,N
1629012,Collin Sexton,1999-01-04T00:00:00,USA,Alabama,Alabama/USA,6-3,190,Guard,8,2018,1,8,2018,2026,N
1629013,Landry Shamet,1997-03-13T00:00:00,USA,Wichita State,Wichita State/USA,6-5,190,Guard,8,2018,1,26,2018,2026,N
1629014,Anfernee Simons,1999-06-08T00:00:00,USA,Edgewater HS (FL),Edgewater HS (FL)/USA,6-3,200,Guard,8,2018,1,24,2018,2026,N
1629015,Zhaire Smith,1999-06-04T00:00:00,USA,Texas Tech,Texas Tech/USA,6-3,205,Guard,3,2018,1,16,2018,2019,N
1629016,Omari Spellman,1997-07-21T00:00:00,USA,Villanova,Villanova/USA,6-8,245,Forward,3,2018,1,30,2018,2019,N
1629017,Khyri Thomas,1996-05-08T00:00:00,USA,Creighton,Creighton/USA,6-3,210,Guard,4,2018,2,38,2018,2020,N
1629018,Gary Trent Jr.,1999-01-18T00:00:00,USA,Duke,Duke/USA,6-5,204,Guard,8,2018,2,37,2018,2026,N
1629019,Allonzo Trier,1996-01-17T00:00:00,USA,Arizona,Arizona/USA,6-4,200,Guard,2,2018,,,2018,2019,N
1629020,Jarred Vanderbilt,1999-04-03T00:00:00,USA,Kentucky,Kentucky/USA,6-8,214,Forward,8,2018,2,41,2018,2026,N
1629021,Moritz Wagner,1997-04-26T00:00:00,Germany,Michigan,Michigan/Germany,6-11,245,Forward-Center,8,2018,1,25,2018,2026,N
1629022,Lonnie Walker IV,1998-12-14T00:00:00,USA,Miami,Miami/USA,6-4,204,Guard-Forward,8,2018,1,18,2018,2024,N
1629023,P.J. Washington,1998-08-23T00:00:00,USA,Kentucky,Kentucky/USA,6-7,230,Forward,7,2019,1,12,2019,2026,N
1629026,Kenrich Williams,1994-12-02T00:00:00,USA,TCU,TCU/USA,6-7,210,Guard-Forward,8,Undrafted,Undrafted,Undrafted,2018,2026,N
1629027,Trae Young,1998-09-19T00:00:00,USA,Oklahoma,Oklahoma/USA,6-2,164,Guard,8,2018,1,5,2018,2026,N
1629028,Deandre Ayton,1998-07-23T00:00:00,Bahamas,Arizona,Arizona/Bahamas,7-0,252,Center,8,2018,1,1,2018,2026,N
1629029,Luka Dončić,1999-02-28T00:00:00,Slovenia,Real Madrid,Real Madrid/Slovenia,6-8,230,Forward-Guard,8,2018,1,3,2018,2026,N
1629033,Theo Pinson,1995-11-05T00:00:00,USA,North Carolina,North Carolina/USA,6-7,212,Guard-Forward,6,Undrafted,Undrafted,Undrafted,2018,2022,N
1629034,Ray Spalding,1997-03-11T00:00:00,USA,Louisville,Louisville/USA,6-9,225,Forward,3,2018,2,56,2018,2020,N
1629035,Carsen Edwards,1998-03-12T00:00:00,USA,Purdue,Purdue/USA,5-11,200,Guard,4,2019,2,33,2019,2021,N
1629044,Shamorie Ponds,1998-06-29T00:00:00,USA,"St. John's, N.Y.",St. John's (NY)/USA,6-0,175,Guard,1,Undrafted,Undrafted,Undrafted,2019,2019,N
1629045,Bonzie Colson,1996-01-12T00:00:00,USA,Notre Dame,Notre Dame/USA,6-6,225,Forward,2,Undrafted,Undrafted,Undrafted,2018,2018,N
1629048,Goga Bitadze,1999-07-20T00:00:00,Georgia,Mega Basket,Mega Basket/Georgia,6-11,250,Center-Forward,7,2019,1,18,2019,2026,N
1629052,Oshae Brissett,1998-06-20T00:00:00,Canada,Syracuse,Syracuse/Canada,6-7,210,Forward-Guard,5,Undrafted,Undrafted,Undrafted,2019,2024,N
1629053,Vincent Edwards,1996-04-05T00:00:00,USA,Purdue,Purdue/USA,6-8,225,Forward,2,2018,2,52,2018,2018,N
1629055,Donte Grantham,1995-03-19T00:00:00,USA,Clemson,Clemson/USA,6-8,215,Forward,2,2018,,,2018,2018,N
1629056,Terence Davis,1997-05-16T00:00:00,USA,Mississippi,Mississippi/USA,6-4,201,Guard,6,Undrafted,Undrafted,Undrafted,2019,2024,N
1629057,Robert Williams III,1997-10-17T00:00:00,USA,Texas A&M,Texas A&M/USA,6-9,249,Center-Forward,8,2018,1,27,2018,2026,N
1629058,Dzanan Musa,1999-05-08T00:00:00,Bosnia and Herzegovina,Cedevita,Cedevita/Bosnia and Herzegovina,6-9,217,Guard-Forward,3,2018,1,29,2018,2019,N
1629059,Elie Okobo,1997-10-23T00:00:00,France,Elan Bearnais,Elan Bearnais/France,6-3,190,Forward-Guard,3,2018,2,31,2018,2019,N
1629060,Rui Hachimura,1998-02-08T00:00:00,Japan,Gonzaga,Gonzaga/Japan,6-8,230,Forward,7,2019,1,9,2019,2026,N
1629061,Deng Adel,1997-02-01T00:00:00,South Sudan,Louisville,Louisville/South Sudan,6-7,200,Forward,2,2018,,,2018,2018,N
1629065,Ky Bowman,1997-06-16T00:00:00,USA,Boston College,Boston College/USA,6-1,187,Guard,2,Undrafted,Undrafted,Undrafted,2019,2019,N
1629066,Rodions Kurucs,1998-02-05T00:00:00,Latvia,FC Barcelona,FC Barcelona/Latvia,6-9,228,Forward,3,2018,2,40,2018,2020,N
1629067,Isaac Bonga,1999-11-08T00:00:00,Germany,Skyliners Frankfurt,Skyliners Frankfurt/Germany,6-8,180,Guard,5,2018,2,39,2018,2021,N
1629076,Tyler Cook,1997-09-23T00:00:00,USA,Iowa,Iowa/USA,6-8,255,Forward,4,Undrafted,Undrafted,Undrafted,2019,2021,N
1629083,Arnoldas Kulboka,1998-01-04T00:00:00,Lithuania,Bilbao,Bilbao/Lithuania,6-10,209,Forward,2,2018,2,55,2021,2021,N
1629091,Elijah Bryant,1995-04-19T00:00:00,USA,Brigham Young,Brigham Young/USA,6-5,210,Guard,2,Undrafted,Undrafted,Undrafted,2020,2020,N
1629093,Tyler Davis,1997-05-22T00:00:00,USA,Texas A&M,Texas A&M/USA,6-10,266,Center,1,Undrafted,Undrafted,Undrafted,2018,2018,N
1629094,Marcus Derrickson,1996-02-01T00:00:00,USA,Georgetown,Georgetown/USA,6-7,249,Forward,2,Undrafted,Undrafted,Undrafted,2018,2018,N
1629102,Brandon Sampson,1997-05-01T00:00:00,USA,Louisiana State,Louisiana State/USA,6-5,184,Guard,2,2018,,,2018,2018,N
1629103,Kelan Martin,1995-08-03T00:00:00,USA,Butler,Butler/USA,6-5,230,Forward,4,Undrafted,Undrafted,Undrafted,2019,2021,N
1629109,Gary Clark,1994-11-16T00:00:00,USA,Cincinnati,Cincinnati/USA,6-6,225,Forward,5,Undrafted,Undrafted,Undrafted,2018,2021,N
1629111,Jock Landale,1995-10-25T00:00:00,Australia,St. Mary's,St. Mary's/Australia,6-11,255,Center,5,Undrafted,Undrafted,Undrafted,2021,2026,N
1629116,Angel Delgado,1994-11-20T00:00:00,Dominican Republic,Seton Hall,Seton Hall/Dominican Republic,6-10,245,Center,2,2018,,,2018,2018,N
